time,value
0.0000000000000000,0.0606855957023200
0.0101010101010101,0.1383585372975468
0.0202020202020202,0.2206946822002568
0.0303030303030303,0.3085973344759062
0.0404040404040404,0.4025118404897934
0.0505050505050505,0.5019274009034268
0.0606060606060606,0.6048968181349588
0.0707070707070707,0.7079140180000596
0.0808080808080808,0.8062473805907353
0.0909090909090909,0.8945187609397381
0.1010101010101010,0.9673594314374385
0.1111111111111111,1.0201187942945238
0.1212121212121212,1.0495416769839894
0.1313131313131313,1.0542198614510661
0.1414141414141414,1.0346759084005017
0.1515151515151515,0.9930598979591791
0.1616161616161616,0.9325523587633094
0.1717171717171717,0.8566969680310665
0.1818181818181818,0.7689118624769399
0.1919191919191919,0.6722666697770774
0.2020202020202020,0.5694185857131888
0.2121212121212121,0.4625674139761290
0.2222222222222222,0.3534209285071210
0.2323232323232323,0.2432247787141811
0.2424242424242424,0.1328002777003025
0.2525252525252525,0.0225140487002390
0.2626262626262627,-0.0877172439864570
0.2727272727272728,-0.1982161150816763
0.2828282828282829,-0.3091300485118478
0.2929292929292929,-0.4199663357835164
0.3030303030303030,-0.5292225642861629
0.3131313131313131,-0.6342610613205972
0.3232323232323233,-0.7315842738813680
0.3333333333333334,-0.8174579235905926
0.3434343434343435,-0.8885181854711827
0.3535353535353536,-0.9420332070870933
0.3636363636363636,-0.9758922391682316
0.3737373737373738,-0.9886584932009292
0.3838383838383839,-0.9798178937235925
0.3939393939393940,-0.9499825467355724
0.4040404040404041,-0.9007749486394818
0.4141414141414142,-0.8344570838829126
0.4242424242424243,-0.7536172478744136
0.4343434343434344,-0.6610849164861178
0.4444444444444445,-0.5599401390343561
0.4545454545454546,-0.4534010878277849
0.4646464646464647,-0.3445298332497730
0.4747474747474748,-0.2358543200293639
0.4848484848484849,-0.1290528548507621
0.4949494949494950,-0.0248127344453030
0.5050505050505051,0.0770992027068995
0.5151515151515152,0.1775668824502039
0.5252525252525253,0.2776718788445038
0.5353535353535354,0.3781153485591007
0.5454545454545455,0.4786995000260534
0.5555555555555556,0.5780926377733940
0.5656565656565657,0.6739612929646536
0.5757575757575758,0.7633914115795754
0.5858585858585859,0.8434033823402587
0.5959595959595960,0.9112928154426204
0.6060606060606061,0.9646397718641956
0.6161616161616162,1.0011055480946756
0.6262626262626263,1.0183337365727319
0.6363636363636365,1.0142062550671425
0.6464646464646465,0.9874081304575690
0.6565656565656566,0.9379945981129312
0.6666666666666667,0.8676490348346142
0.6767676767676768,0.7795207871697708
0.6868686868686870,0.6777643638246048
0.6969696969696970,0.5669624162480127
0.7070707070707072,0.4514760420098871
0.7171717171717172,0.3347322207530429
0.7272727272727273,0.2186675266465360
0.7373737373737375,0.1036561883290053
0.7474747474747475,-0.0109877879576811
0.7575757575757577,-0.1261958552385668
0.7676767676767677,-0.2424034236376623
0.7777777777777778,-0.3591077558702117
0.7878787878787880,-0.4747176989426307
0.7979797979797980,-0.5866101498469029
0.8080808080808082,-0.6913793424124667
0.8181818181818182,-0.7852960793863074
0.8282828282828284,-0.8649217957503674
0.8383838383838385,-0.9277392985742809
0.8484848484848485,-0.9726308720378011
0.8585858585858587,-1.0000561231680003
0.8686868686868687,-1.0118566172904142
0.8787878787878789,-1.0107366219027671
0.8888888888888890,-0.9995594045897823
0.8989898989898991,-0.9806084548926715
0.9090909090909092,-0.9549781166013785
0.9191919191919192,-0.9222887078721661
0.9292929292929294,-0.8808572982735381
0.9393939393939394,-0.8282968449628734
0.9494949494949496,-0.7623883862150185
0.9595959595959597,-0.6820151561219139
0.9696969696969697,-0.5878940102189892
0.9797979797979799,-0.4828328774326474
0.9898989898989899,-0.3714146741892793
1.0000000000000000,-0.2592991722781849
